timestamp_s,accel_x_g,accel_y_g,accel_z_g,speed_kmh,gps_lat,gps_lon,gps_speed_kmh
33.97,-0.02154,0.15667,-0.03939,27.17,,,
33.980000000000004,0.02045,0.15601,0.00574,27.37,,,
33.99,-0.02939,0.16483,0.00224,26.53,,,
34.0,-0.06352,0.16407,0.00789,26.77,59.335206,18.0685179,27.0
34.01,-0.05351,0.17746,0.0085,26.76,,,
34.02,-0.05092,0.16788,-0.01612,26.62,,,
34.03,-0.02917,0.16727,-0.01943,26.5,,,
34.04,-0.00499,0.16691,0.06186,26.63,,,
34.05,0.00395,0.16237,0.03553,25.71,,,
34.06,0.0151,0.15239,-0.03614,26.64,,,
34.07,0.00726,0.16758,-0.01545,26.45,,,
34.08,0.00888,0.17026,0.00694,26.31,,,
34.09,0.03018,0.16464,0.00641,26.97,,,
34.1,0.03079,0.15786,0.03865,26.12,,,
34.11,0.02825,0.16653,0.03092,26.17,,,
34.12,0.04141,0.15879,-0.02091,26.86,,,
34.13,0.04001,0.15844,-0.06617,25.99,,,
34.14,0.02539,0.16698,-0.02419,26.05,,,
34.15,0.01534,0.16717,0.03962,26.14,,,
34.160000000000004,-0.01992,0.15101,0.05667,26.41,,,
34.17,-0.04399,0.15501,-0.00499,26.19,,,
34.18,-0.02385,0.15447,-0.01385,25.72,,,
34.19,0.03354,0.14006,0.01703,25.92,,,
34.2,0.04142,0.14961,-0.0297,25.87,,,
34.21,0.02949,0.14764,-0.02521,26.0,,,
34.22,0.05708,0.16178,0.00662,26.13,,,
34.230000000000004,0.06562,0.16331,0.00618,26.1,,,
34.24,0.0398,0.15698,-0.01238,25.42,,,
34.25,0.01835,0.1686,0.01051,26.25,,,
34.26,0.04713,0.16428,0.05669,25.98,,,
34.27,0.03585,0.16619,0.03023,26.29,,,
34.28,0.05822,0.14533,0.03758,25.99,,,
34.29,0.02026,0.12833,-0.00027,26.16,,,
34.300000000000004,-0.06289,0.13353,-0.05734,25.95,,,
34.31,-0.03611,0.14067,-0.01801,26.19,,,
34.32,0.0143,0.15901,-0.0035,25.92,,,
34.33,0.00211,0.16559,-0.04089,25.71,,,
34.34,-0.00409,0.16815,-0.04038,26.4,,,
34.35,-0.03374,0.15575,-0.03086,25.97,,,
34.36,-0.01324,0.14659,-0.01381,25.85,,,
34.37,0.06444,0.13665,0.01687,25.27,,,
34.38,0.06742,0.13879,0.03423,25.25,,,
34.39,0.05025,0.14685,5e-05,25.7,,,
34.4,0.04338,0.1454,0.04281,25.64,,,
34.410000000000004,0.04311,0.1459,0.06655,25.39,,,
34.42,0.04947,0.15176,-0.00553,25.6,,,
34.43,0.02387,0.14237,-0.04512,26.02,,,
34.44,0.00622,0.13985,0.00525,25.73,,,
34.45,-0.01408,0.14533,0.0161,25.16,,,
34.46,-0.03043,0.1548,-0.02176,25.45,,,
34.47,-0.009,0.16282,-0.05637,25.23,,,
34.480000000000004,0.03317,0.15574,-0.00335,25.33,,,
34.49,0.04123,0.13865,0.02381,25.31,,,
34.5,0.02955,0.11377,0.02937,25.27,,,
34.51,0.03617,0.12642,-0.0078,25.02,,,
34.52,0.0257,0.14648,-0.00315,25.35,,,
34.53,0.01325,0.15016,-0.00217,25.2,,,
34.54,0.04615,0.12564,-0.01796,24.47,,,
34.550000000000004,0.09937,0.11475,0.02388,25.95,,,
34.56,0.06913,0.12653,0.03941,25.65,,,
34.57,0.02591,0.14355,-0.02423,25.2,,,
34.58,0.02096,0.15376,-0.01994,25.3,,,
34.59,0.05396,0.14491,-0.0202,24.93,,,
34.6,0.04704,0.14693,-0.02639,25.78,,,
34.61,0.03765,0.14361,-0.00387,25.82,,,
34.62,0.06076,0.13312,0.06601,25.29,,,
34.63,0.06472,0.13467,0.04832,25.54,,,
34.64,0.06585,0.13933,-0.00168,25.27,,,
34.65,0.07126,0.13396,-0.04189,24.8,,,
34.660000000000004,0.05059,0.12992,-0.03201,25.07,,,
34.67,0.03277,0.11902,-0.01426,25.22,,,
34.68,0.04536,0.12624,-0.01336,25.03,,,
34.69,0.03301,0.13091,-0.00556,25.1,,,
34.7,0.01374,0.1274,-0.01488,25.12,,,
34.71,0.05025,0.13046,0.00516,25.12,,,
34.72,0.08876,0.13846,0.00989,25.15,,,
34.730000000000004,0.07979,0.11879,0.01378,24.8,,,
34.74,0.04397,0.10651,0.01923,24.9,,,
34.75,0.04455,0.11292,-0.00824,24.72,,,
34.76,0.06169,0.11879,-0.0392,25.39,,,
34.77,0.08267,0.12848,0.00284,24.46,,,
34.78,0.08869,0.117,0.01281,25.43,,,
34.79,0.03643,0.11305,0.00954,25.49,,,
34.800000000000004,0.03308,0.1163,0.0255,24.98,,,
34.81,0.08372,0.13374,0.00235,24.28,,,
34.82,0.05916,0.13491,-0.04446,24.95,,,
34.83,0.05883,0.14245,-0.03675,25.03,,,
34.84,0.04425,0.11918,-0.0405,24.74,,,
34.85,0.07495,0.11249,0.00344,24.88,,,
34.86,0.12354,0.12264,0.01982,25.49,,,
34.87,0.15929,0.12456,0.01963,25.23,,,
34.88,0.15034,0.11932,-0.00474,24.75,,,
34.89,0.09831,0.11274,0.013,24.54,,,
34.9,0.0683,0.11145,0.03095,24.92,,,
34.910000000000004,0.08701,0.10236,-0.00421,24.95,,,
34.92,0.05133,0.11686,-0.01285,25.16,,,
34.93,0.07222,0.12076,0.02344,24.85,,,
34.94,0.08991,0.12387,-0.00013,25.16,,,
34.95,0.13131,0.11782,0.00348,25.58,,,
34.96,0.17188,0.10833,0.03271,25.25,,,
34.97,0.11679,0.09164,0.00283,24.99,,,
34.980000000000004,0.06612,0.09546,-0.06785,24.95,,,
34.99,0.07742,0.10393,-0.04302,24.89,,,
35.0,0.06813,0.11511,-0.03258,25.35,59.3352443,18.0685679,26.3
35.01,0.07528,0.12341,-0.0039,24.81,,,
35.02,0.10184,0.11534,0.01909,25.01,,,
35.03,0.12147,0.11198,0.04017,25.02,,,
35.04,0.09646,0.11735,0.0204,24.85,,,
35.050000000000004,0.03938,0.11424,-0.01617,24.59,,,
35.06,0.02226,0.10486,-0.04688,25.1,,,
35.07,0.06059,0.0844,-0.01292,24.99,,,
35.08,0.0779,0.09826,0.0635,25.16,,,
35.09,0.0553,0.10273,0.05536,24.85,,,
35.1,0.07967,0.10432,0.03549,25.38,,,
35.11,0.1459,0.10843,-0.00156,24.75,,,
35.12,0.12595,0.1021,-0.04434,25.53,,,
35.13,0.08569,0.10887,-0.02081,24.5,,,
35.14,0.06976,0.11224,0.02232,25.16,,,
35.15,0.09249,0.10116,0.01688,25.17,,,
35.160000000000004,0.08537,0.09752,-0.06351,24.79,,,
35.17,0.11694,0.08168,-0.08419,25.16,,,
35.18,0.11521,0.09257,-0.04895,25.42,,,
35.19,0.11993,0.09428,-0.0024,24.38,,,
35.2,0.13819,0.10484,0.04897,25.2,,,
35.21,0.09951,0.0951,0.03749,24.31,,,
35.22,0.08477,0.08986,0.02292,24.77,,,
35.230000000000004,0.09923,0.0881,0.04397,25.56,,,
35.24,0.13448,0.0878,0.04543,24.9,,,
35.25,0.17966,0.10001,0.02359,24.73,,,
35.26,0.16032,0.09693,-0.00693,25.03,,,
35.27,0.06822,0.09579,-0.05851,25.71,,,
35.28,0.10324,0.09776,-0.04968,24.55,,,
35.29,0.16412,0.09337,-0.00532,24.79,,,
35.300000000000004,0.14112,0.09967,-0.00543,25.56,,,
35.31,0.13563,0.088,-0.02394,25.68,,,
35.32,0.1149,0.0783,0.02432,25.1,,,
35.33,0.11932,0.08195,0.02686,24.77,,,
35.34,0.13458,0.0867,0.01279,25.77,,,
35.35,0.1695,0.08032,-0.00603,25.63,,,
35.36,0.17804,0.07628,0.00118,25.37,,,
35.37,0.12843,0.07753,-0.04539,24.93,,,
35.38,0.07956,0.0899,0.00965,25.17,,,
35.39,0.09453,0.10422,0.03819,25.14,,,
35.4,0.10724,0.10161,0.00836,25.3,,,
35.410000000000004,0.06949,0.09664,-0.02422,25.65,,,
35.42,0.08576,0.07825,-0.02381,25.49,,,
35.43,0.12832,0.0559,-0.01665,24.91,,,
35.44,0.11316,0.06898,0.01804,25.66,,,
35.45,0.09407,0.07075,-0.00309,25.35,,,
35.46,0.08989,0.08026,0.0038,25.47,,,
35.47,0.0967,0.07327,0.01656,25.72,,,
35.480000000000004,0.1442,0.07352,0.00011,24.96,,,
35.49,0.13604,0.06759,-0.03953,25.29,,,
35.5,0.09206,0.06189,-0.02232,25.15,,,
35.51,0.09866,0.07003,0.00476,24.86,,,
35.52,0.1343,0.07556,0.00252,25.44,,,
35.53,0.11801,0.07693,0.02787,26.11,,,
35.54,0.05946,0.06944,0.03164,24.81,,,
35.550000000000004,0.0916,0.06223,0.00736,25.37,,,
35.56,0.14439,0.07497,-0.01258,25.58,,,
35.57,0.13951,0.08185,-0.01183,25.44,,,
35.58,0.08923,0.08415,-0.02842,25.39,,,
35.59,0.09816,0.07929,-0.02522,25.05,,,
35.6,0.15234,0.07236,0.01211,25.52,,,
35.61,0.15587,0.0623,0.01118,25.24,,,
35.62,0.11423,0.06574,0.02883,24.82,,,
35.63,0.0939,0.04751,0.04936,25.85,,,
35.64,0.12807,0.04793,0.01782,25.8,,,
35.65,0.12817,0.06703,-0.04972,25.54,,,
35.660000000000004,0.13784,0.06829,-0.02514,25.61,,,
35.67,0.15617,0.05457,-0.00232,25.88,,,
35.68,0.12247,0.04126,-0.02278,25.64,,,
35.69,0.07014,0.03925,-0.00229,25.87,,,
35.7,0.13135,0.05228,0.03031,25.52,,,
35.71,0.17924,0.07337,0.02194,26.02,,,
35.72,0.19618,0.07121,-0.02979,25.74,,,
35.730000000000004,0.18561,0.06084,-0.09129,25.72,,,
35.74,0.16744,0.04915,0.00205,25.3,,,
35.75,0.18137,0.05238,0.0868,25.79,,,
35.76,0.1148,0.04253,0.0311,25.47,,,
35.77,0.12037,0.03606,-0.01043,25.55,,,
35.78,0.18418,0.04931,0.01631,25.51,,,
35.79,0.17366,0.05823,0.02261,25.46,,,
35.800000000000004,0.16254,0.06727,-0.01592,26.43,,,
35.81,0.17215,0.04751,-0.01502,26.22,,,
35.82,0.16557,0.03992,-0.02329,26.41,,,
35.83,0.15699,0.04438,-0.06504,25.49,,,
35.84,0.11423,0.0466,-0.02285,25.9,,,
35.85,0.14485,0.05908,0.02308,25.51,,,
35.86,0.17501,0.04946,-0.04198,25.71,,,
35.87,0.10759,0.04114,-0.01065,25.67,,,
35.88,0.07874,0.02742,-0.00226,26.33,,,
35.89,0.11312,0.02222,0.00226,25.87,,,
35.9,0.13929,0.0291,0.04212,26.33,,,
35.910000000000004,0.14892,0.04912,0.02407,26.21,,,
35.92,0.14833,0.05072,-0.02717,26.74,,,
35.93,0.15754,0.03765,0.00398,25.63,,,
35.94,0.21562,0.02834,0.00781,26.47,,,
35.95,0.20188,0.03058,-0.03404,26.46,,,
35.96,0.18281,0.03764,0.00016,25.85,,,
35.97,0.18014,0.04846,0.05541,26.47,,,
35.980000000000004,0.11156,0.04589,0.00664,26.29,,,
35.99,0.11524,0.04413,-0.01737,26.15,,,
36.0,0.14548,0.03505,0.02083,25.99,59.3352945,18.0686715,27.7
36.01,0.14894,0.02435,-0.0085,26.05,,,
36.02,0.17785,0.03486,-0.0411,26.9,,,
36.03,0.16823,0.03878,-0.05116,26.31,,,
36.04,0.10484,0.03947,-0.05788,26.57,,,
36.050000000000004,0.12791,0.02682,-0.0323,26.13,,,
36.06,0.19618,0.03273,0.03181,26.15,,,
36.07,0.19276,0.04263,0.06053,26.74,,,
36.08,0.13994,0.05083,0.02528,26.03,,,
36.09,0.08316,0.02814,-0.00061,26.34,,,
36.1,0.10124,0.03267,-0.02813,26.5,,,
36.11,0.12138,0.02612,0.01187,26.55,,,
36.12,0.14528,0.01816,0.06507,26.49,,,
36.13,0.15818,0.01582,0.07596,26.69,,,
36.14,0.13794,0.03372,0.01818,26.81,,,
36.15,0.14565,0.04175,-0.02808,26.85,,,
36.160000000000004,0.17905,0.04218,-0.09015,26.36,,,
36.17,0.21488,0.03887,-0.09291,26.6,,,
36.18,0.20861,0.03145,-0.02982,27.07,,,
36.19,0.19545,0.04239,0.01814,27.01,,,
36.2,0.18189,0.039,0.04902,26.36,,,
36.21,0.12692,0.04768,0.02465,26.9,,,
36.22,0.12466,0.0375,-0.05469,26.23,,,
36.230000000000004,0.16189,0.03037,-0.00533,26.87,,,
36.24,0.1949,0.03219,0.07683,27.46,,,
36.25,0.18075,0.03653,0.04919,26.63,,,
36.26,0.15328,0.02515,-0.01188,26.7,,,
36.27,0.1546,0.01431,-0.02541,27.21,,,
36.28,0.1784,0.03389,-0.02901,26.54,,,
36.29,0.19321,0.042,-0.00809,26.85,,,
36.300000000000004,0.19444,0.04381,0.02664,27.25,,,
36.31,0.17458,0.04712,0.00942,26.91,,,
36.32,0.15546,0.03759,0.0025,27.06,,,
36.33,0.10406,0.0367,0.01029,27.38,,,
36.34,0.15194,0.03945,-0.03881,27.32,,,
36.35,0.23209,0.0342,-0.0357,27.31,,,
36.36,0.21902,0.02035,0.04722,27.16,,,
36.37,0.17189,0.02185,0.03287,27.4,,,
36.38,0.14558,0.03623,-0.01158,27.28,,,
36.39,0.17059,0.05435,-0.01376,27.49,,,
36.4,0.21627,0.05562,-0.02637,27.24,,,
36.410000000000004,0.18508,0.04154,-0.01036,27.37,,,
36.42,0.17503,0.03099,-0.0159,27.16,,,
36.43,0.22279,0.03027,-0.00326,27.48,,,
36.44,0.23272,0.02694,0.02371,27.28,,,
36.45,0.19495,0.03478,0.05745,27.22,,,
36.46,0.19307,0.02905,-0.0091,27.67,,,
36.47,0.15515,0.0312,-0.07039,27.69,,,
36.480000000000004,0.13332,0.03882,-0.02081,27.89,,,
36.49,0.21187,0.02641,0.02559,27.56,,,
36.5,0.22783,0.02559,0.02696,27.85,,,
36.51,0.20596,0.02949,0.02994,27.93,,,
36.52,0.20698,0.03335,-0.02572,27.93,,,
36.53,0.2052,0.04688,0.01299,27.59,,,
36.54,0.19726,0.03359,0.01241,27.91,,,
36.550000000000004,0.19959,0.03071,-0.04135,28.01,,,
36.56,0.17266,0.03422,-0.03503,27.94,,,
36.57,0.14802,0.04426,0.00552,27.35,,,
36.58,0.16849,0.04871,0.0222,28.06,,,
36.59,0.21985,0.03957,0.00953,28.71,,,
36.6,0.19685,0.04032,0.04911,27.98,,,
36.61,0.17272,0.03658,0.00622,27.91,,,
36.62,0.19526,0.03482,-0.0228,28.27,,,
36.63,0.2234,0.03417,0.04101,28.29,,,
36.64,0.25197,0.04155,0.05117,28.59,,,
36.65,0.22933,0.04751,-0.02246,27.9,,,
36.660000000000004,0.19198,0.03842,-0.06334,28.53,,,
36.67,0.17581,0.01683,-0.02616,28.53,,,
36.68,0.21551,0.01459,0.00267,28.35,,,
36.69,0.25732,0.03586,0.01313,28.53,,,
36.7,0.2346,0.04234,0.01364,28.77,,,
36.71,0.20677,0.04268,0.00592,28.77,,,
36.72,0.18024,0.03238,0.02411,28.2,,,
36.730000000000004,0.18232,0.02232,0.01736,28.83,,,
36.74,0.19029,0.02556,0.00932,28.6,,,
36.75,0.18654,0.03837,-0.00464,28.68,,,
36.76,0.22332,0.05049,-0.04423,28.72,,,
36.77,0.24275,0.06096,-0.0321,28.7,,,
36.78,0.20839,0.05796,0.04029,29.14,,,
36.79,0.18621,0.04361,0.04656,28.8,,,
36.800000000000004,0.2119,0.02669,-0.02652,28.53,,,
36.81,0.21279,0.02488,-0.05238,28.78,,,
36.82,0.19411,0.0227,0.00737,29.0,,,
36.83,0.23601,0.03399,0.05087,29.35,,,
36.84,0.29302,0.0281,0.04982,29.21,,,
36.85,0.25747,0.02726,0.01537,28.81,,,
36.86,0.17976,0.01895,-0.03417,29.85,,,
36.87,0.20074,0.039,-0.0385,29.23,,,
36.88,0.20954,0.03902,-0.0099,29.57,,,
36.89,0.19239,0.032,0.02549,29.19,,,
36.9,0.13492,0.02539,0.04117,29.44,,,
36.910000000000004,0.09502,0.02798,-0.01558,29.57,,,
36.92,0.18595,0.04732,-0.07762,29.73,,,
36.93,0.21756,0.05705,-0.02929,29.72,,,
36.94,0.19948,0.05378,-0.00971,29.71,,,
36.95,0.19117,0.04046,-0.02128,29.39,,,
36.96,0.23038,0.02576,0.02046,29.36,,,
36.97,0.25299,0.02502,0.07527,29.68,,,
36.980000000000004,0.22701,0.03428,0.03742,29.9,,,
36.99,0.21329,0.03312,0.02589,29.6,,,
37.0,0.20371,0.02833,0.04969,30.03,59.3353686,18.0688181,29.6
37.01,0.181,0.02025,0.01929,30.19,,,
37.02,0.20486,0.02848,-0.03335,29.52,,,
37.03,0.24415,0.02954,-0.04361,29.59,,,
37.04,0.22449,0.02888,-0.01505,29.84,,,
37.050000000000004,0.1869,0.01943,0.01705,30.02,,,
37.06,0.20081,0.04972,-0.04405,29.81,,,
37.07,0.14348,0.0606,-0.03209,30.42,,,
37.08,0.13552,0.04993,0.0309,30.19,,,
37.09,0.17432,0.03055,0.01156,30.12,,,
37.1,0.20802,0.03163,0.01186,29.72,,,
37.11,0.22165,0.03798,0.04211,29.8,,,
37.12,0.21985,0.02996,-0.00226,30.33,,,
37.13,0.19654,0.02204,-0.05594,29.65,,,
37.14,0.22127,0.02516,-0.01274,30.64,,,
37.15,0.18587,0.03191,0.02991,30.33,,,
37.160000000000004,0.17653,0.05051,-0.0037,31.4,,,
37.17,0.17289,0.05752,-0.02442,31.17,,,
37.18,0.21745,0.04787,0.00954,30.47,,,
37.19,0.25154,0.03046,0.05068,30.54,,,
37.2,0.26277,0.02253,0.03534,30.91,,,
37.21,0.22014,0.03266,-0.04857,31.17,,,
37.22,0.14696,0.0315,-0.0465,30.22,,,
37.230000000000004,0.18359,0.02753,0.03069,30.22,,,
37.24,0.23106,0.00947,0.02374,30.62,,,
37.25,0.23232,0.01544,0.00199,31.02,,,
37.26,0.2204,0.02538,0.0057,31.05,,,
37.27,0.19152,0.04624,-0.00804,31.27,,,
37.28,0.177,0.05241,-0.03407,30.63,,,
37.29,0.18549,0.05043,-0.02101,30.35,,,
37.300000000000004,0.17667,0.0419,-0.00127,31.35,,,
37.31,0.13673,0.02866,0.02135,30.89,,,
37.32,0.19334,0.04143,0.04777,30.58,,,
37.33,0.27815,0.04022,0.03136,31.28,,,
37.34,0.27019,0.03055,0.02397,31.52,,,
37.35,0.24823,0.02738,0.00722,31.29,,,
37.36,0.22757,0.03694,-0.03464,31.24,,,
37.37,0.21239,0.0534,-0.00547,31.38,,,
37.38,0.15182,0.05155,0.01503,31.37,,,
37.39,0.12225,0.03305,-0.03176,31.12,,,
37.4,0.18238,0.0244,-0.00969,31.36,,,
37.410000000000004,0.24903,0.02213,0.00514,31.78,,,
37.42,0.29137,0.03901,-0.02196,31.77,,,
37.43,0.26125,0.02943,-0.03127,31.78,,,
37.44,0.22598,0.0212,0.00766,31.48,,,
37.45,0.2671,0.01934,-0.03047,31.77,,,
37.46,0.35105,0.04306,0.00075,31.22,,,
37.47,0.30864,0.04115,0.08044,31.98,,,
37.480000000000004,0.24668,0.03657,0.06027,32.4,,,
37.49,0.21904,0.04093,0.04099,31.58,,,
37.5,0.25316,0.0498,0.00856,31.9,,,
37.51,0.29886,0.04465,-0.04847,32.23,,,
37.52,0.30386,0.03417,-0.04647,32.55,,,
37.53,0.25896,0.02444,-0.02773,32.09,,,
37.54,0.16143,0.02912,-0.03903,32.07,,,
37.550000000000004,0.17847,0.02734,0.01982,31.74,,,
37.56,0.22253,0.0273,0.07043,32.41,,,
37.57,0.2069,0.0376,0.06088,33.05,,,
37.58,0.20109,0.04274,0.02013,32.57,,,
37.59,0.23256,0.04457,-0.01518,32.53,,,
37.6,0.23739,0.04525,-0.00451,32.68,,,
37.61,0.2281,0.02388,-0.00866,32.64,,,
37.62,0.22628,0.02798,-0.03861,32.45,,,
37.63,0.22099,0.0306,-0.06094,32.99,,,
37.64,0.20006,0.03599,0.0073,32.86,,,
37.65,0.20524,0.0462,0.01981,32.85,,,
37.660000000000004,0.22274,0.02309,-0.02533,32.61,,,
37.67,0.22327,0.0316,0.04563,33.34,,,
37.68,0.23302,0.02986,0.06477,33.2,,,
37.69,0.21567,0.0448,0.03173,32.89,,,
37.7,0.1961,0.04759,-0.00015,33.41,,,
37.71,0.16974,0.04467,-0.03358,33.01,,,
37.72,0.19558,0.03428,-0.03601,32.98,,,
37.730000000000004,0.28632,0.03328,-0.02035,33.04,,,
37.74,0.26678,0.02443,-0.03732,32.79,,,
37.75,0.25887,0.03478,0.00381,33.51,,,
37.76,0.25083,0.02262,0.08321,32.88,,,
37.77,0.24728,0.03125,0.02316,33.11,,,
37.78,0.23729,0.04429,-0.00781,32.91,,,
37.79,0.20504,0.03489,-0.01892,33.56,,,
37.800000000000004,0.17735,0.02288,-0.02876,33.59,,,
37.81,0.1941,0.02218,-0.01152,33.59,,,
37.82,0.23522,0.02563,0.01933,33.43,,,
37.83,0.22991,0.04602,0.00407,33.45,,,
37.84,0.24966,0.05796,-0.03895,33.99,,,
37.85,0.24112,0.05255,-0.02793,33.74,,,
37.86,0.23393,0.03686,-0.00241,34.05,,,
37.87,0.22857,0.0265,0.03982,33.75,,,
37.88,0.23894,0.02327,0.02407,34.12,,,
37.89,0.29452,0.04938,-0.01884,34.51,,,
37.9,0.2644,0.05582,0.01205,34.35,,,
37.910000000000004,0.21372,0.05938,0.01402,34.1,,,
37.92,0.20779,0.03051,-0.07614,34.36,,,
37.93,0.26944,0.02085,-0.05683,34.26,,,
37.94,0.28499,0.02989,0.03547,34.39,,,
37.95,0.25861,0.04509,0.03816,34.35,,,
37.96,0.25298,0.04117,0.02154,34.45,,,
37.97,0.24982,0.04153,0.06754,34.62,,,
37.980000000000004,0.25153,0.02267,0.0447,34.31,,,
37.99,0.22568,0.02224,-0.00913,34.36,,,
38.0,0.23954,0.02937,-0.05535,34.3,59.3353785,18.0689624,33.6
38.01,0.25212,0.03177,-0.04057,34.29,,,
38.02,0.20182,0.0311,-0.02606,34.46,,,
38.03,0.1929,0.02511,-0.01963,34.93,,,
38.04,0.21781,0.0194,0.00085,34.67,,,
38.050000000000004,0.24811,0.02772,0.01634,35.15,,,
38.06,0.2297,0.03938,0.02494,35.06,,,
38.07,0.24277,0.0536,0.01058,34.51,,,
38.08,0.24981,0.05294,0.01068,35.35,,,
38.09,0.24179,0.01889,-0.01179,35.46,,,
38.1,0.21788,0.02825,-0.01746,34.97,,,
38.11,0.21855,0.03563,-0.01033,35.45,,,
38.12,0.2473,0.04657,-0.04366,35.12,,,
38.13,0.23691,0.04174,-0.01925,35.46,,,
38.14,0.28114,0.04416,0.04112,35.11,,,
38.15,0.33208,0.0421,0.04887,35.01,,,
38.160000000000004,0.27965,0.04945,0.02908,35.49,,,
38.17,0.2646,0.03881,0.00333,35.62,,,
38.18,0.25471,0.0358,-0.02442,35.59,,,
38.19,0.25104,0.02804,0.006,35.41,,,
38.2,0.26702,0.02132,0.01079,35.7,,,
38.21,0.2867,0.03194,-0.03911,35.96,,,
38.22,0.3018,0.03413,-0.01293,35.92,,,
38.230000000000004,0.30112,0.02679,-0.01078,36.04,,,
38.24,0.27395,0.02024,-0.05082,35.84,,,
38.25,0.20328,0.02049,0.05198,36.45,,,
38.26,0.17028,0.04759,0.08774,35.8,,,
38.27,0.22849,0.05778,0.00615,36.36,,,
38.28,0.29357,0.06275,-0.03964,36.62,,,
38.29,0.28748,0.04691,-0.05269,36.47,,,
38.300000000000004,0.28588,0.02758,-0.01814,36.32,,,
38.31,0.29812,0.01306,0.01578,36.28,,,
38.32,0.22423,0.0246,-0.0102,36.8,,,
38.33,0.2102,0.04957,0.00475,36.12,,,
38.34,0.24972,0.0574,0.04762,36.31,,,
38.35,0.27862,0.0428,0.00501,36.54,,,
38.36,0.29417,0.02102,-0.03774,37.09,,,
38.37,0.27071,0.01085,0.03638,36.89,,,
38.38,0.26398,0.03374,0.052,36.54,,,
38.39,0.21676,0.0501,0.02147,36.79,,,
38.4,0.15547,0.05255,0.01273,36.75,,,
38.410000000000004,0.13627,0.03696,-0.00176,36.78,,,
38.42,0.22335,0.00899,-0.05783,37.34,,,
38.43,0.30213,0.00911,-0.06046,36.7,,,
38.44,0.28866,0.03411,-0.02506,37.65,,,
38.45,0.23072,0.05482,0.04129,37.47,,,
38.46,0.21007,0.05835,0.01844,37.6,,,
38.47,0.26743,0.04172,-0.01981,37.19,,,
38.480000000000004,0.31487,0.03077,0.01178,37.34,,,
38.49,0.28435,0.03115,0.01982,37.01,,,
38.5,0.23209,0.03922,0.00864,37.34,,,
38.51,0.17442,0.03141,0.01672,37.7,,,
38.52,0.16382,0.02667,0.03751,38.0,,,
38.53,0.21336,0.03476,-0.01282,37.34,,,
38.54,0.21399,0.03431,-0.02654,37.61,,,
38.550000000000004,0.21508,0.03133,-0.0266,37.74,,,
38.56,0.26255,0.02427,0.02794,37.42,,,
38.57,0.32744,0.03805,0.04998,38.07,,,
38.58,0.29594,0.05223,-0.03398,37.73,,,
38.59,0.2373,0.04027,-0.01711,37.95,,,
38.6,0.28597,0.02148,-0.01377,37.93,,,
38.61,0.31002,0.00508,-0.06193,37.88,,,
38.62,0.23762,0.0234,-0.01973,38.17,,,
38.63,0.15397,0.05136,0.07622,38.16,,,
38.64,0.15463,0.06928,0.0442,38.17,,,
38.65,0.20018,0.05952,0.03111,38.12,,,
38.660000000000004,0.23686,0.02852,0.02351,38.49,,,
38.67,0.27884,0.01866,-0.0213,38.95,,,
38.68,0.26794,0.02046,-0.0179,38.55,,,
38.69,0.22549,0.03698,0.03509,38.86,,,
38.7,0.23638,0.04404,0.02008,38.2,,,
38.71,0.23433,0.03697,-0.00736,38.72,,,
38.72,0.26388,0.0352,-0.04456,38.4,,,
38.730000000000004,0.26656,0.02354,-0.03007,38.34,,,
38.74,0.26642,0.02731,0.01441,38.62,,,
38.75,0.2353,0.02325,0.02215,39.26,,,
38.76,0.21612,0.03362,0.01302,39.24,,,
38.77,0.27746,0.04212,0.05849,39.08,,,
38.78,0.26991,0.05392,0.02984,38.61,,,
38.79,0.24829,0.04677,-0.01554,39.06,,,
38.800000000000004,0.24149,0.0341,-0.04225,39.27,,,
38.81,0.22593,0.02066,-0.03622,39.29,,,
38.82,0.24428,0.02906,0.03441,38.74,,,
38.83,0.26036,0.03263,0.00882,39.08,,,
38.84,0.27967,0.03766,-0.04892,39.38,,,
38.85,0.27852,0.04242,0.0197,39.62,,,
38.86,0.24442,0.03839,0.03385,38.85,,,
38.87,0.26658,0.02249,-0.00865,39.52,,,
38.88,0.3158,0.03507,-0.00988,39.66,,,
38.89,0.2966,0.05527,0.03056,39.93,,,
38.9,0.26797,0.03719,0.02051,39.94,,,
38.910000000000004,0.24292,0.02807,0.02075,39.96,,,
38.92,0.23242,0.02791,0.02668,39.6,,,
38.93,0.21619,0.03537,0.0156,39.32,,,
38.94,0.20766,0.04959,-0.04325,39.83,,,
38.95,0.24692,0.04223,-0.07218,40.31,,,
38.96,0.28416,0.03633,-0.00976,40.48,,,
38.97,0.27629,0.01973,0.03919,40.33,,,
38.980000000000004,0.19989,0.0248,-0.02271,40.3,,,
38.99,0.19012,0.0452,-0.0002,40.34,,,
39.0,0.24559,0.05197,0.03618,40.11,59.3354674,18.0690807,40.8
39.01,0.29688,0.04807,-0.03843,40.3,,,
39.02,0.33326,0.04096,-0.05031,40.89,,,
39.03,0.25951,0.03467,-0.01872,40.16,,,
39.04,0.1934,0.0317,0.02713,40.98,,,
39.050000000000004,0.21525,0.02396,0.13229,40.46,,,
39.06,0.25383,0.01721,0.10177,41.01,,,
39.07,0.27614,0.02061,-0.01135,40.24,,,
39.08,0.24963,0.03427,-0.04099,40.89,,,
39.09,0.2418,0.04513,-0.05069,40.55,,,
